2023-08-28 16:18:41.849 [info] [Info  - 4:18:37 PM] (705) Pylance language server 2023.8.40 (pyright 03f79a81) starting
2023-08-28 16:18:42.163 [info] [Info  - 4:18:42 PM] (705) Server root directory: /root/.vscode-server/extensions/ms-python.vscode-pylance-2023.8.40/dist
2023-08-28 16:18:42.180 [info] [Info  - 4:18:42 PM] (705) Starting service instance "root"
2023-08-28 16:18:42.541 [info] [Info  - 4:18:42 PM] (705) Setting pythonPath for service "root": "/usr/local/bin/python"
2023-08-28 16:18:42.580 [info] [Warn  - 4:18:42 PM] (705) stubPath /root/typings is not a valid directory.
2023-08-28 16:18:42.680 [info] [Info  - 4:18:42 PM] (705) Assuming Python version 3.11
2023-08-28 16:18:46.526 [info] [Info  - 4:18:46 PM] (705) Found 1 source file
2023-08-28 16:18:53.300 [info] [Info  - 4:18:53 PM] (705) [BG(1)] Long operation: parsing: /root/code/main.py (3917ms)
2023-08-28 16:18:53.822 [info] [Info  - 4:18:53 PM] (705) [BG(1)] Long operation: indexing: /root/code/main.py (4442ms)
2023-08-28 16:18:57.320 [info] [Info  - 4:18:57 PM] (705) [BG(1)] Long operation: getSemanticTokens full at /root/code/experiment_1.ipynb:pylance-notebook-cell:W4sdnNjb2RlLXJlbW90ZQ==.py (2025ms)
2023-08-28 16:18:59.804 [info] [Info  - 4:18:59 PM] (705) [BG(1)] Long operation: analyzing: /root/code/experiment_1.ipynb:pylance-notebook-cell:X10sdnNjb2RlLXJlbW90ZQ==.py (2461ms)
2023-08-28 16:19:00.659 [info] [Info  - 4:19:00 PM] (705) [BG(1)] Long operation: analyzing: /root/code/experiment_1.ipynb:pylance-notebook-cell:pylancePrefixCell.py (3319ms)
2023-08-28 16:19:22.437 [info] [Info  - 4:19:22 PM] (705) [IDX(2)] Long operation: scan packages /root (31259ms)
2023-08-28 16:19:27.196 [info] [Info  - 4:19:27 PM] (705) [IDX(2)] Long operation: parsing: /usr/local/lib/python3.11/xml/__init__.py (3089ms)
2023-08-28 16:19:27.656 [info] [Info  - 4:19:27 PM] (705) [IDX(2)] Long operation: indexing: /usr/local/lib/python3.11/xml/__init__.py (3551ms)
2023-08-28 16:19:36.962 [info] [Info  - 4:19:36 PM] (705) [IDX(2)] Long operation: index execution environment /root (12898ms)
2023-08-28 16:19:36.963 [info] [Info  - 4:19:36 PM] (705) [IDX(2)] Long operation: index packages /root (13717ms)
2023-08-28 16:20:12.228 [info] [Info  - 4:20:12 PM] (705) Starting service instance "root"
2023-08-28 16:20:12.330 [info] [Warn  - 4:20:12 PM] (705) stubPath /root/typings is not a valid directory.
2023-08-28 16:20:17.497 [info] [Info  - 4:20:17 PM] (705) Found 1 source file
2023-08-28 16:20:25.240 [info] [Info  - 4:20:25 PM] (705) [BG(3)] Long operation: parsing: /root/code/Car_prediction.ipynb:pylance-notebook-cell:X10sdnNjb2RlLXJlbW90ZQ==.py (3360ms)
2023-08-28 16:20:26.485 [info] [Info  - 4:20:26 PM] (705) [BG(3)] Long operation: getSemanticTokens full at /root/code/Car_prediction.ipynb:pylance-notebook-cell:X10sdnNjb2RlLXJlbW90ZQ==.py (4606ms)
2023-08-28 16:20:27.473 [info] [Info  - 4:20:27 PM] (705) [IDX(4)] Long operation: scan packages /root (6097ms)
2023-08-28 16:24:40.111 [info] [Info  - 4:24:40 PM] (705) [BG(3)] Long operation: checking: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y140sdnNjb2RlLXJlbW90ZQ==.py (2751ms)
2023-08-28 16:24:40.112 [info] [Info  - 4:24:40 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y140sdnNjb2RlLXJlbW90ZQ==.py (4386ms)
2023-08-28 16:24:44.528 [info] [Info  - 4:24:44 PM] (705) [BG(3)] Long operation: checking: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y136sdnNjb2RlLXJlbW90ZQ==.py (4418ms)
2023-08-28 16:24:44.530 [info] [Info  - 4:24:44 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y136sdnNjb2RlLXJlbW90ZQ==.py (4418ms)
2023-08-28 16:24:50.628 [info] [Info  - 4:24:50 PM] (705) [BG(3)] Long operation: parsing: /root/.vscode-server/extensions/ms-python.vscode-pylance-2023.8.40/dist/bundled/stubs/sklearn/utils/__init__.pyi (2135ms)
2023-08-28 16:24:51.851 [info] [Info  - 4:24:51 PM] (705) [BG(3)] Long operation: checking: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y120sdnNjb2RlLXJlbW90ZQ==.py (4032ms)
2023-08-28 16:24:51.852 [info] [Info  - 4:24:51 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y120sdnNjb2RlLXJlbW90ZQ==.py (4032ms)
2023-08-28 16:24:53.348 [info] [Info  - 4:24:53 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:pylancePrefixCell.py (17624ms)
2023-08-28 16:28:40.150 [info] [Info  - 4:28:40 PM] (705) [FG] Long operation: parsing: /root/.vscode-server/extensions/ms-python.vscode-pylance-2023.8.40/dist/typeshed-fallback/stdlib/builtins.pyi (2838ms)
2023-08-28 16:28:43.554 [info] [Info  - 4:28:43 PM] (705) [FG] Long operation: parsing: /usr/local/lib/python3.11/site-packages/IPython/display.py (2735ms)
2023-08-28 16:28:53.699 [info] [Info  - 4:28:53 PM] (705) [BG(3)] Long operation: parsing: /root/code/Car_prediction.ipynb:pylance-notebook-cell:X10sdnNjb2RlLXJlbW90ZQ==.py (2943ms)
2023-08-28 16:28:58.238 [info] [Info  - 4:28:58 PM] (705) [BG(3)] Long operation: checking: /root/code/Car_prediction.ipynb:pylance-notebook-cell:X10sdnNjb2RlLXJlbW90ZQ==.py (3868ms)
2023-08-28 16:28:58.240 [info] [Info  - 4:28:58 PM] (705) [BG(3)] Long operation: analyzing: /root/code/Car_prediction.ipynb:pylance-notebook-cell:X10sdnNjb2RlLXJlbW90ZQ==.py (7482ms)
2023-08-28 16:28:58.241 [info] [Info  - 4:28:58 PM] (705) [BG(3)] Long operation: analyzing: /root/code/Car_prediction.ipynb:pylance-notebook-cell:pylancePrefixCell.py (7483ms)
2023-08-28 16:29:03.327 [info] [Info  - 4:29:03 PM] (705) [BG(3)] Long operation: checking: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y136sdnNjb2RlLXJlbW90ZQ==.py (3408ms)
2023-08-28 16:29:03.329 [info] [Info  - 4:29:03 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y136sdnNjb2RlLXJlbW90ZQ==.py (3409ms)
2023-08-28 16:29:08.388 [info] [Info  - 4:29:08 PM] (705) [BG(3)] Long operation: parsing: /root/.vscode-server/extensions/ms-python.vscode-pylance-2023.8.40/dist/bundled/stubs/sklearn/utils/__init__.pyi (2428ms)
2023-08-28 16:29:09.538 [info] [Info  - 4:29:09 PM] (705) [BG(3)] Long operation: checking: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y120sdnNjb2RlLXJlbW90ZQ==.py (4137ms)
2023-08-28 16:29:09.539 [info] [Info  - 4:29:09 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:Y120sdnNjb2RlLXJlbW90ZQ==.py (4137ms)
2023-08-28 16:29:14.149 [info] [Info  - 4:29:14 PM] (705) [BG(3)] Long operation: analyzing: /root/code/ML_Car_prediction.ipynb:pylance-notebook-cell:pylancePrefixCell.py (15902ms)
2023-08-28 16:29:16.300 [info] [Info  - 4:29:16 PM] (705) [IDX(5)] Long operation: scan packages /root (25554ms)
2023-08-28 16:29:23.284 [info] [Info  - 4:29:23 PM] (705) [IDX(5)] Long operation: parsing: /root/.vscode-server/extensions/ms-python.vscode-pylance-2023.8.40/dist/typeshed-fallback/stubs/Pillow/PIL/__init__.pyi (4301ms)
2023-08-28 16:29:23.571 [info] [Info  - 4:29:23 PM] (705) [IDX(5)] Long operation: indexing: /root/.vscode-server/extensions/ms-python.vscode-pylance-2023.8.40/dist/typeshed-fallback/stubs/Pillow/PIL/__init__.pyi (4624ms)
